Male,People 's Republic of China,28,Employed full-time,,,Yes,,Programmer,Perfectly,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Computer Science,3 to 5 years,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",40,30,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Vietnam,21,"Not employed, but looking for work",,,,,,,,Python,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,Blogs,College/University,Newsletters,Online courses,Textbook,YouTube Videos",Very useful,Very useful,Not Useful,,,,,Somewhat useful,,,Very useful,,,,Very useful,,,Very useful,"FastML Blog,O'Reilly Data Newsletter,R Bloggers Blog Aggregator",< 1 year,Necessary,Necessary,Necessary,,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Necessary,,,,"Coursera,DataCamp,edX","Basic laptop (Macbook),Laptop + Cloud service (AWS, Azure, GCE ...)",2 - 10 hours,Online Courses and Certifications,No,Bachelor's degree,Computer Science,Less than a year,"DBA/Database Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",40,50,0,10,0,0,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Support Vector Machines (SVMs)",High school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,,,,,,,,,,,,,,,,
Male,United States,51,Employed full-time,,,No,Yes,Other,Perfectly,Employed by a company that performs advanced analytics,TensorFlow,Neural Nets,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Government website","Friends network,Kaggle,Newsletters,Online courses,Personal Projects,Textbook,Tutoring/mentoring",,,,,,Somewhat useful,,,,,Very useful,Very useful,,,Somewhat useful,,,,"Data Machina Newsletter,O'Reilly Data Newsletter",1-2 years,,Nice to have,Nice to have,,Necessary,,,Necessary,Necessary,,,,,Coursera,Basic laptop (Macbook),0 - 1 hour,Kaggle Competitions,No,Master's degree,Management information systems,Less than a year,"Business Analyst,Programmer","Online courses (coursera, udemy, edx, etc.)",20,80,0,0,0,0,,Logistic Regression,"Some college/university study, no bachelor's degree",Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Russia,26,Employed full-time,,,Yes,,Other,Fine,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Mathematics or statistics,1 to 2 years,"Business Analyst,Data Analyst","Online courses (coursera, udemy, edx, etc.)",30,20,20,0,30,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Logistic Regression,Support Vector Machines (SVMs)",A doctoral degree,Retail,"1,000 to 4,999 employees",Increased significantly,1-2 years,A general-purpose job board,Very important,Analyze and understand data to influence product or business decisions,Traditional Workstation,Relational data,Most of the time,1GB,"Ensemble Methods,Gradient Boosted Machines","Hadoop/Hive/Pig,IBM SPSS Modeler,Jupyter notebooks,Python,SQL,TensorFlow,Other",,,,,,,,,Often,,Often,,,,,,Often,,,,,,,,,,,,,,Often,,,,,,,,,,,Most of the time,,,,Often,,,,,Most of the time,"A/B Testing,Collaborative Filtering,Cross-Validation,Data Visualization,Ensemble Methods,Gradient Boosted Machines,Logistic Regression,Neural Networks,Recommender Systems,Segmentation,Text Analytics",Often,,,,Sometimes,Most of the time,Most of the time,,Often,,,Most of the time,,,,Often,,,,Often,,,,Most of the time,,Often,,,Rarely,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United Kingdom,45,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,India,29,Employed full-time,,,No,Yes,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Python,Regression,Python,Other,"Online courses,Tutoring/mentoring,YouTube Videos",,,,,,,,,,,Somewhat useful,,,,,,Somewhat useful,Somewhat useful,Other (Separate different answers with semicolon),< 1 year,Nice to have,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,,,DataCamp,Laptop or Workstation and local IT supported servers,0 - 1 hour,Experience from work in a company related to ML,Sort of (Explain more),Master's degree,Mathematics or statistics,I don't write code to analyze data,"Business Analyst,Data Analyst","Online courses (coursera, udemy, edx, etc.)",0,100,0,0,0,0,Supervised Machine Learning (Tabular Data),Logistic Regression,A bachelor's degree,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,1-2,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,India,20,"Not employed, but looking for work",,,,,,,,R,Time Series Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Official documentation,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",,,,,,,Very useful,,,Somewhat useful,Somewhat useful,Very useful,,Very useful,Somewhat useful,,,Very useful,"KDnuggets Blog,Siraj Raval YouTube Channel",< 1 year,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,Necessary,Nice to have,Nice to have,Unnecessary,Necessary,,,,Coursera,Basic laptop (Macbook),11 - 39 hours,Kaggle Competitions,No,Some college/university study without earning a bachelor's degree,"Information technology, networking, or system administration",Less than a year,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",70,30,0,0,0,0,Supervised Machine Learning (Tabular Data),Support Vector Machines (SVMs),A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,3-5,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important
Male,Italy,58,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by professional services/consulting firm,Julia,Neural Nets,,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,I collect my own data (e.g. web-scraping)","Blogs,Company internal community,Personal Projects,Tutoring/mentoring,Other",,Somewhat useful,,Very useful,,,,,,,,Very useful,,,,,Somewhat useful,,"R Bloggers Blog Aggregator,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman),The Data Skeptic Podcast",,,,,,,,,,,,,,,,,,,,Master's degree,Mathematics or statistics,3 to 5 years,"Business Analyst,Data Miner,Data Scientist,Operations Research Practitioner,Software Developer/Software Engineer,Other",Work,50,0,50,0,0,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods",A master's degree,Other,"10,000 or more employees",Stayed the same,More than 10 years,A general-purpose job board,Very important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and local IT supported servers,Workstation + Cloud service",Relational data,Most of the time,1TB,"Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Other","IBM Cognos,IBM SPSS Modeler,IBM SPSS Statistics,MATLAB/Octave,Python,R,Spark / MLlib",,,,,,,,,,Sometimes,Most of the time,Sometimes,,,,,,,,,Rarely,,,,,,,,,,Often,,Often,,,,,,,,Sometimes,,,,,,,,,,,"Data Visualization,Decision Trees,Ensemble Methods,kNN and Other Clustering,Neural Networks,PCA and Dimensionality Reduction,Prescriptive Modeling,Random Forests,Time Series Analysis",,,,,,,Often,Most of the time,Most of the time,,,,,Sometimes,,,,,,Often,Often,Most of the time,Sometimes,,,,,,,Often,,,,50,20,25,1,4,0,Enough to explain the algorithm to someone non-technical,"Inability to integrate findings into organization's decision-making process,Lack of significant domain expert input,Maintaining responsible expectations about the potential impact of data science projects,The lack of a clear question to be answering or a clear direction to go in with the available data",,,,,,,,Sometimes,,,Often,,,Most of the time,,,,,,Often,,,Less than 10% of projects,More internal than external,IT Department,Weather,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Commercial Data Platform,,"Generic cloud file sharing software (Dropbox/Box/etc.),Generic non-cloud file sharing software (Email/Shared Server/etc.)",Most of the time,"90,000",EUR,Has stayed about the same (has not increased or decreased more than 5%),7,,,,,,,,,,,,,,,,,,
Female,Belarus,21,Employed full-time,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,France,34,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by professional services/consulting firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,I did not complete any formal education past high school,,Less than a year,Software Developer/Software Engineer,Self-taught,100,0,0,0,0,0,"Adversarial Learning,Computer Vision,Machine Translation,Recommendation Engines",,Primary/elementary school,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Switzerland,38,Employed full-time,,,Yes,,Researcher,Fine,Employed by college or university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Electrical Engineering,3 to 5 years,,Work,20,0,80,0,0,0,,,High school,Academic,500 to 999 employees,Stayed the same,Don't know,I was contacted directly by someone at the company (e.g. internal recruiter),Important,Build prototypes to explore applying machine learning to new areas,Traditional Workstation,"Image data,Text data",Never,1GB,Ensemble Methods,"C/C++,Python",,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,,,,,,,,,,,,,,,,,,,,,"Data Visualization,Ensemble Methods",,,,,,,Often,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,35,20,5,20,20,0,Enough to explain the algorithm to someone non-technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,France,32,Employed full-time,,,Yes,,Predictive Modeler,Poorly,"Employed by a company that doesn't perform advanced analytics,Employed by government",Spark / MLlib,Deep learning,R,"Government website,University/Non-profit research group websites","Conferences,Personal Projects,Stack Overflow Q&A",,,,,Somewhat useful,,,,,,,Very useful,,Very useful,,,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Mathematics or statistics,1 to 2 years,,"Online courses (coursera, udemy, edx, etc.)",15,15,0,70,0,0,"Supervised Machine Learning (Tabular Data),Survival Analysis","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Support Vector Machines (SVMs)",A bachelor's degree,Government,100 to 499 employees,Increased slightly,Less than one year,"A friend, family member, or former colleague told me",Important,Build prototypes to explore applying machine learning to new areas,GPU accelerated Workstation,"Text data,Relational data",Rarely,1TB,"Decision Trees,Regression/Logistic Regression","Amazon Web services,IBM Cognos,Jupyter notebooks,Python,R,SAS Base,SQL",,Rarely,,,,,,,,Sometimes,,,,,,,Often,,,,,,,,,,,,,,Most of the time,,Often,,,,,Sometimes,,,,Often,,,,,,,,,,"A/B Testing,Cross-Validation,Data Visualization,kNN and Other Clustering,Logistic Regression,PCA and Dimensionality Reduction,Prescriptive Modeling,Random Forests,SVMs,Text Analytics",Sometimes,,,,,Often,Most of the time,,,,,,,Often,,Most of the time,,,,,Most of the time,Most of the time,Sometimes,,,,,Sometimes,Often,,,,,30,10,0,30,30,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Did not instrument data useful for scientific analysis and decision-making,Inability to integrate findings into organization's decision-making process,Lack of data science talent in the organization,Lack of significant domain expert input,Limitations in the state of the art in machine learning,Need to coordinate with IT,Privacy issues,The lack of a clear question to be answering or a clear direction to go in with the available data",Most of the time,,Most of the time,,,,,Most of the time,Most of the time,,Most of the time,Most of the time,,,Most of the time,,Often,,,Most of the time,,,10-25% of projects,Entirely external,Other,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",I don't typically share data,,Git,,52000,EUR,Has decreased between 6% and 19%,7,,,,,,,,,,,,,,,,,,
Male,Spain,52,Employed full-time,,,No,Yes,Other,Fine,Employed by professional services/consulting firm,Other,Neural Nets,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses",,,,,,,Very useful,,,,Very useful,,,,,,,,,1-2 years,Nice to have,Necessary,Nice to have,Nice to have,Necessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,,,,edX,Traditional Workstation,,Online Courses and Certifications,No,Master's degree,Mathematics or statistics,1 to 2 years,DBA/Database Engineer,"Online courses (coursera, udemy, edx, etc.)",20,50,0,0,30,0,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Gradient Boosting,Neural Networks - CNNs",A bachelor's degree,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,0,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,Switzerland,39,"Not employed, but looking for work",,,,,,,,DataRobot,Time Series Analysis,Python,GitHub,"Arxiv,Blogs,Friends network,Kaggle,Online courses,Stack Overflow Q&A,YouTube Videos",Very useful,Very useful,,,,Very useful,Very useful,,,,Very useful,,,Very useful,,,,Very useful,"Data Machina Newsletter,KDnuggets Blog,No Free Hunch Blog",1-2 years,Necessary,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Necessary,Nice to have,Nice to have,Necessary,,,,Coursera,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,Yes,Bachelor's degree,Computer Science,6 to 10 years,"Programmer,Software Developer/Software Engineer,Other",University courses,10,30,0,60,0,0,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Other (please specify; separate by semi-colon)","Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs",I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech-specific job board,3-5,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Not important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important
Male,Germany,35,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by company that makes advanced analytic software,Spark / MLlib,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Online courses,,,,,,,,,,,Very useful,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doctoral degree,Mathematics or statistics,3 to 5 years,Other,Self-taught,20,10,30,40,0,0,"Supervised Machine Learning (Tabular Data),Survival Analysis,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",I prefer not to answer,Mix of fields,100 to 499 employees,Increased slightly,More than 10 years,I visited the company's Web site and found a job listing there,Important,Other,"Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and local IT supported servers",Relational data,Most of the time,,"Bayesian Techniques,Decision Trees,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,Other","Hadoop/Hive/Pig,Java,Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,NoSQL,Python,R,Spark / MLlib,SQL",,,,,,,,,Sometimes,,,,,,Often,,Most of the time,,,,Sometimes,Sometimes,,,,,Often,,,,Most of the time,,Sometimes,,,,,,,,Sometimes,Most of the time,,,,,,,,,,"Bayesian Techniques,Cross-Validation,Data Visualization,Decision Trees,Evolutionary Approaches,Gradient Boosted Machines,kNN and Other Clustering,Logistic Regression,Naive Bayes,Neural Networks,PCA and Dimensionality Reduction,Random Forests,Simulation,SVMs,Time Series Analysis",,,Sometimes,,,Often,Most of the time,Often,,Often,,Often,,Often,,Often,,Often,,Sometimes,Most of the time,,Often,,,,Often,Often,,Sometimes,,,,40,10,10,20,20,0,Enough to refine and innovate on the algorithm,"Company politics / Lack of management/financial support for a data science team,Dirty data,Limitations of tools,Scaling data science solution up to full database,Unavailability of/difficult access to data",Rarely,,,,Most of the time,,,,,,,,Sometimes,,,,,Sometimes,,,Often,,51-75% of projects,Approximately half internal and half external,Standalone Team,,Dirty Data,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Company Developed Platform,,Subversion,Sometimes,,,,7,,,,,,,,,,,,,,,,,,
Male,Portugal,33,"Not employed, but looking for work",,,,,,,,TensorFlow,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Kaggle,Official documentation,Online courses,Stack Overflow Q&A,Textbook,YouTube Videos",,Very useful,,,,,Very useful,,,Somewhat useful,Somewhat useful,,,Somewhat useful,Very useful,,,Very useful,"FastML Blog,KDnuggets Blog,No Free Hunch Blog",1-2 years,Nice to have,Nice to have,Necessary,Unnecessary,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,,,,"Coursera,DataCamp,edX,Udacity","Gaming Laptop (Laptop + CUDA capable GPU),Laptop + Cloud service (AWS, Azure, GCE ...)",11 - 39 hours,Online Courses and Certifications,Sort of (Explain more),Doctoral degree,Other,1 to 2 years,Researcher,"Online courses (coursera, udemy, edx, etc.)",35,60,0,0,5,0,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",High school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Very Important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Not important,Very Important,Not important,Not important
Male,Brazil,26,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Computer Science,1 to 2 years,Researcher,University courses,25,0,5,70,0,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Evolutionary Approaches,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",A master's degree,Financial,"5,000 to 9,999 employees",Increased significantly,More than 10 years,A general-purpose job board,Very important,Analyze and understand data to influence product or business decisions,"Laptop or Workstation and local IT supported servers,Laptop or Workstation and private datacenters","Text data,Relational data",Sometimes,,,C/C++,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Italy,42,Employed full-time,,,No,Yes,Data Analyst,,Employed by professional services/consulting firm,Amazon Web services,Deep learning,C/C++/C#,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Personal Projects",,,,,,,Very useful,,,,,Very useful,,,,,,,"KDnuggets Blog,No Free Hunch Blog,R Bloggers Blog Aggregator",< 1 year,Necessary,Unnecessary,Necessary,Necessary,Necessary,Necessary,Necessary,Nice to have,,,,,,,Basic laptop (Macbook),2 - 10 hours,Kaggle Competitions,Yes,Master's degree,Mathematics or statistics,3 to 5 years,,University courses,25,25,0,10,40,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Very Important,,Not important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Very Important,Not important,Not important,Not important,Not important,Not important,Not important,Not important
Male,Other,40,Employed full-time,,,Yes,,Computer Scientist,Poorly,Employed by professional services/consulting firm,Amazon Machine Learning,Text Mining,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Kaggle,Non-Kaggle online communities,Online courses,Podcasts",,Very useful,,,,,Very useful,,Very useful,,Very useful,,Very useful,,,,,,"Becoming a Data Scientist Podcast,FastML Blog,R Bloggers Blog Aggregator",,,,,,,,,,,,,,,,,,,No,Master's degree,Computer Science,3 to 5 years,DBA/Database Engineer,"Online courses (coursera, udemy, edx, etc.)",20,55,10,0,15,0,"Outlier detection (e.g. Fraud detection),Time Series,Unsupervised Learning",Logistic Regression,I prefer not to answer,Telecommunications,"1,000 to 4,999 employees",Stayed the same,Less than one year,An external recruiter or headhunter,Very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,"Text data,Relational data",Rarely,1TB,"Decision Trees,Random Forests","Java,Jupyter notebooks,R,SQL,Tableau",,,,,,,,,,,,,,,Most of the time,,Often,,,,,,,,,,,,,,,,Often,,,,,,,,,Often,,,Often,,,,,,,"A/B Testing,Association Rules,Data Visualization,Decision Trees,Logistic Regression,Prescriptive Modeling,Random Forests,Segmentation,Time Series Analysis",Sometimes,Often,,,,,Most of the time,Sometimes,,,,,,,,Most of the time,,,,,,Often,Sometimes,,,Most of the time,,,,Most of the time,,,,60,15,3,15,7,0,Enough to run the code / standard library,"Dirty data,Explaining data science to others,Inability to integrate findings into organization's decision-making process,Lack of data science talent in the organization,Lack of significant domain expert input,Maintaining responsible expectations about the potential impact of data science projects,The lack of a clear question to be answering or a clear direction to go in with the available data",,,,,Most of the time,Most of the time,,Sometimes,Most of the time,,Sometimes,,,Often,,,,,,Often,,,51-75% of projects,Approximately half internal and half external,Business Department,None,The data sets are huge and take time to process,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Commercial Data Platform,,"Git,Subversion",,110000,USD,Has stayed about the same (has not increased or decreased more than 5%),6,,,,,,,,,,,,,,,,,,
Male,India,27,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by a company that doesn't perform advanced analytics,Spark / MLlib,"Ensemble Methods (e.g. boosting, bagging)",R,Google Search,"Blogs,Newsletters,Non-Kaggle online communities,Online courses",,Very useful,,,,,,Somewhat useful,Very useful,,Very useful,,,,,,,,FastML Blog,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Engineering (non-computer focused),3 to 5 years,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",20,50,30,0,0,0,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",A master's degree,Retail,20 to 99 employees,Decreased slightly,Less than one year,An external recruiter or headhunter,Not at all important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...)",Relational data,Rarely,10GB,Other,"C/C++,Python,R,SQL",,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,Most of the time,,,,,,,,,Often,,,,,,,,,,"A/B Testing,Association Rules,Collaborative Filtering,kNN and Other Clustering,Recommender Systems,Segmentation",Often,Often,,,Often,,,,,,,,,Often,,,,,,,,,,Often,,Often,,,,,,,,40,45,5,5,5,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Did not instrument data useful for scientific analysis and decision-making,Lack of data science talent in the organization,Lack of significant domain expert input,Maintaining responsible expectations about the potential impact of data science projects,Organization is small and cannot afford a data science team,The lack of a clear question to be answering or a clear direction to go in with the available data",Most of the time,,Often,,,,,,Most of the time,,Most of the time,,,Often,,Most of the time,,,,Often,,,None,Entirely internal,Other,,Not enough feedback collected from customers and random values entered in several fields.,Column-oriented relational (e.g. KDB/MariaDB),I don't typically share data,,Git,Never,650000,INR,Has increased 20% or more,2,,,,,,,,,,,,,,,,,,
