Female,Finland,23,"Not employed, and not looking for work",Yes,"Yes, but data science is a small part of what I'm focused on learning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Bachelor's degree,Electrical Engineering,,I haven't started working yet,University courses,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Romania,28,"Independent contractor, freelancer, or self-employed",,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,TensorFlow,Other,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,I collect my own data (e.g. web-scraping)","Arxiv,Blogs,Kaggle,Non-Kaggle online communities,Online courses,Personal Projects,Stack Overflow Q&A,YouTube Videos",Somewhat useful,Very useful,,,,,Very useful,,Very useful,,Very useful,Very useful,,Somewhat useful,,,,Somewhat useful,Other (Separate different answers with semicolon),,,,,,,,,,,,,,,,,,,Yes,Bachelor's degree,"Information technology, networking, or system administration",Less than a year,"Business Analyst,DBA/Database Engineer,Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",30,50,10,5,5,0,"Adversarial Learning,Computer Vision,Reinforcement learning,Unsupervised Learning","Bayesian Techniques,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs",High school,Internet-based,,,,,Not very important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...)",Relational data,Always,10GB,"Decision Trees,Ensemble Methods,Random Forests,SVMs","NoSQL,Python,SQL",,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,,,Often,,,,,,,,,,,Most of the time,,,,,,,,,,"A/B Testing,Cross-Validation,Data Visualization,Logistic Regression,PCA and Dimensionality Reduction,Random Forests,Segmentation,SVMs",Rarely,,,,,Often,Often,,,,,,,,,Rarely,,,,,Rarely,,Sometimes,,,Rarely,,Sometimes,,,,,,10,10,60,10,10,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Inability to integrate findings into organization's decision-making process",Most of the time,Most of the time,,,,,,Sometimes,,,,,,,,,,,,,,,Less than 10% of projects,More internal than external,IT Department,,,"Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Key-value store (e.g. Redis/Riak),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Commercial Data Platform,Company Developed Platform,Share Drive/SharePoint",,"Bitbucket,Git,Subversion",Always,60000,EUR,Has increased 20% or more,6,,,,,,,,,,,,,,,,,,
Male,Italy,35,Employed full-time,,,Yes,,Data Scientist,Fine,,IBM Watson / Waton Analytics,Survival Analysis,,,"Arxiv,Blogs,Friends network,Online courses,Textbook,YouTube Videos",Very useful,Very useful,,,,Very useful,,,,,Somewhat useful,,,,Very useful,,,Somewhat useful,"Becoming a Data Scientist Podcast,KDnuggets Blog,No Free Hunch Blog",,,,,,,,,,,,,,,,,,,,Doctoral degree,Computer Science,6 to 10 years,"Computer Scientist,Data Scientist,Researcher,Software Developer/Software Engineer",University courses,50,10,15,25,0,0,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Evolutionary Approaches,Hidden Markov Models HMMs,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",High school,Mix of fields,100 to 499 employees,Increased slightly,6-10 years,A career fair or on-campus recruiting event,Very important,Build prototypes to explore applying machine learning to new areas,Laptop or Workstation and private datacenters,Relational data,Sometimes,10GB,"Bayesian Techniques,CNNs,Evolutionary Approaches,HMMs,Neural Networks,Regression/Logistic Regression,RNNs,SVMs","C/C++,Jupyter notebooks,MATLAB/Octave,NoSQL,Python,Spark / MLlib,TensorFlow,Unix shell / awk",,,,Most of the time,,,,,,,,,,,,,Often,,,,Often,,,,,,Sometimes,,,,Most of the time,,,,,,,,,,Rarely,,,,,Sometimes,,Often,,,,"Association Rules,Bayesian Techniques,CNNs,Cross-Validation,Data Visualization,Evolutionary Approaches,HMMs,kNN and Other Clustering,Neural Networks,PCA and Dimensionality Reduction,RNNs,SVMs,Time Series Analysis",,Sometimes,Often,Often,,Most of the time,Most of the time,,,Sometimes,,,Often,Sometimes,,,,,,Most of the time,Often,,,,Sometimes,,,Sometimes,,Most of the time,,,,30,20,10,10,30,0,"Enough to code it again from scratch, albeit it may run slowly",I prefer not to say,,,,,,,Sometimes,,,,,,,,,,,,,,,,51-75% of projects,Entirely internal,Standalone Team,,,,,,,Never,,,I do not want to share information about my salary/compensation,7,,,,,,,,,,,,,,,,,,
Female,United States,25,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,Salfrod Systems CART/MARS/TreeNet/RF/SPM,"Ensemble Methods (e.g. boosting, bagging)",Python,University/Non-profit research group websites,"College/University,Online courses",,,Very useful,,,,,,,,Very useful,,,,,,,,"Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",3-5 years,Necessary,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Nice to have,,,,Other,Basic laptop (Macbook),11 - 39 hours,PhD,Yes,Master's degree,Mathematics or statistics,,I haven't started working yet,University courses,NA,NA,NA,NA,NA,NA,Survival Analysis,"Bayesian Techniques,Logistic Regression",A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,1-2,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,Ukraine,31,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by company that makes advanced analytic software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Master's degree,Computer Science,1 to 2 years,"Programmer,Software Developer/Software Engineer",Work,50,0,0,0,50,0,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",High school,Technology,100 to 499 employees,Increased significantly,3-5 years,I was contacted directly by someone at the company (e.g. internal recruiter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A different identity,United States,9,"Not employed, and not looking for work",No,"Yes, but data science is a small part of what I'm focused on learning",,,,,,MATLAB/Octave,Proprietary Algorithms,Matlab,Google Search,"Blogs,Conferences,Other",,Not Useful,,,Not Useful,,,,,,,,,,,,,,"Data Elixir Newsletter,Talking Machines Podcast",3-5 years,Unnecessary,,Unnecessary,,,Unnecessary,Unnecessary,,,,,,,,,,,Sort of (Explain more),I did not complete any formal education past high school,,,I haven't started working yet,Self-taught,NA,NA,NA,NA,NA,NA,"Reinforcement learning,Survival Analysis",Decision Trees - Random Forests,A professional degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,
Male,Brazil,29,Employed full-time,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United Kingdom,31,Employed full-time,,,No,Yes,DBA/Database Engineer,Fine,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,Random Forests,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Online courses,Personal Projects",,,,,,,Somewhat useful,,,,Somewhat useful,Somewhat useful,,,,,,,,1-2 years,Unnecessary,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,,,,DataCamp,Traditional Workstation,0 - 1 hour,Experience from work in a company related to ML,Yes,Doctoral degree,Computer Science,3 to 5 years,"Computer Scientist,Data Analyst,Researcher",University courses,5,20,0,75,0,0,Natural Language Processing,"Evolutionary Approaches,Neural Networks - CNNs",A doctoral degree,Mix of fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeting with recruiters who've contacted you directly,1-2,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important
Male,United States,39,Employed full-time,,,Yes,,Scientist/Researcher,Poorly,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Master's degree,Electrical Engineering,More than 10 years,Software Developer/Software Engineer,University courses,30,20,25,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Brazil,26,Employed full-time,,,Yes,,Computer Scientist,,,Microsoft Azure Machine Learning,Neural Nets,R,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,Government website,I collect my own data (e.g. web-scraping)","Kaggle,YouTube Videos",,,,,,,Somewhat useful,,,,,,,,,,,Somewhat useful,"KDnuggets Blog,Siraj Raval YouTube Channel,Talking Machines Podcast",,,,,,,,,,,,,,,,,,,Sort of (Explain more),Bachelor's degree,Computer Science,1 to 2 years,Software Developer/Software Engineer,"Online courses (coursera, udemy, edx, etc.)",10,30,10,10,40,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting",High school,Technology,100 to 499 employees,Increased slightly,Less than one year,I was contacted directly by someone at the company (e.g. internal recruiter),Not very important,Build prototypes to explore applying machine learning to new areas,Workstation + Cloud service,"Text data,Relational data",Sometimes,100GB,Random Forests,"Hadoop/Hive/Pig,Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,Microsoft R Server (Formerly Revolution Analytics),Python,R,Spark / MLlib,SQL",,,,,,,,,Sometimes,,,,,,,,Sometimes,,,,Sometimes,Sometimes,,Sometimes,,,,,,,Often,,Often,,,,,,,,Sometimes,Sometimes,,,,,,,,,,"kNN and Other Clustering,Random Forests",,,,,,,,,,,,,,Often,,,,,,,,,Often,,,,,,,,,,,20,10,10,10,50,0,Enough to explain the algorithm to someone non-technical,"Lack of funds to buy useful datasets from external sources,Lack of significant domain expert input,Organization is small and cannot afford a data science team,The lack of a clear question to be answering or a clear direction to go in with the available data",,,,,,,,,,Sometimes,Most of the time,,,,,Sometimes,,,,Often,,,76-99% of projects,Do not know,IT Department,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Commercial Data Platform,,Git,Sometimes,"50,000",BRL,Has increased between 6% and 19%,8,,,,,,,,,,,,,,,,,,
Male,United States,53,"Independent contractor, freelancer, or self-employed",,,Yes,,Data Scientist,Fine,Self-employed,Google Cloud Compute,Deep learning,SQL,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Google Search,Government website","Blogs,Conferences,Kaggle,Non-Kaggle online communities,Online courses,Personal Projects,Stack Overflow Q&A,YouTube Videos",,Somewhat useful,,,Somewhat useful,,Very useful,,Somewhat useful,,Very useful,Very useful,,Very useful,,,,Somewhat useful,"Becoming a Data Scientist Podcast,Data Stories Podcast,Siraj Raval YouTube Channel",,,,,,,,,,,,,,,,,,,,Master's degree,Management information systems,More than 10 years,"Data Analyst,Data Miner,Data Scientist,DBA/Database Engineer,Operations Research Practitioner,Predictive Modeler,Programmer,Software Developer/Software Engineer",Work,0,38,60,0,2,0,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",A bachelor's degree,Military/Security,,,,,Somewhat important,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data","Laptop + Cloud service (AWS, Azure, GCE ...)","Text data,Relational data",Sometimes,1MB,"Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression","Amazon Machine Learning,Amazon Web services,Google Cloud Compute,Hadoop/Hive/Pig,Java,Julia,Jupyter notebooks,MATLAB/Octave,Microsoft Excel Data Mining,NoSQL,Oracle Data Mining/ Oracle R Enterprise,Python,R,SQL,TensorFlow,Unix shell / awk",Rarely,Sometimes,,,,,,Sometimes,Sometimes,,,,,,Rarely,Rarely,Often,,,,Often,,Sometimes,,,,Sometimes,Sometimes,,,Most of the time,,Often,,,,,,,,,Often,,,,Sometimes,,Often,,,,"A/B Testing,Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,kNN and Other Clustering,Lift Analysis,Logistic Regression,Naive Bayes,Natural Language Processing,Neural Networks,Prescriptive Modeling,Random Forests,Recommender Systems,Simulation,SVMs,Text Analytics,Time Series Analysis",Sometimes,,,,,Most of the time,Most of the time,Often,Often,,,,,Often,Sometimes,Most of the time,,Often,Often,Sometimes,,Often,Often,Sometimes,,,Most of the time,Often,Often,Sometimes,,,,80,1,1,8,10,0,Enough to tune the parameters properly,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Dirty data,Lack of funds to buy useful datasets from external sources,Lack of significant domain expert input,Limitations of tools,Organization is small and cannot afford a data science team,Privacy issues",Most of the time,Often,,,Most of the time,,,,,Sometimes,Often,,Often,,,Sometimes,Most of the time,,,,,,100% of projects,More internal than external,Business Department,Free ones,Putting the data into a useful input format,"Column-oriented relational (e.g. KDB/MariaDB),Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Key-value store (e.g. Redis/Riak),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Commercial Data Platform,Company Developed Platform,Email,Share Drive/SharePoint",,"Generic cloud file sharing software (Dropbox/Box/etc.),Git",,0,,Has decreased 20% or more,1 - Highly Dissatisfied,,,,,,,,,,,,,,,,,,
Male,India,17,"Not employed, and not looking for work",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I prefer not to answer,Other,I don't write code to analyze data,Other,Other,9,5,6,7,8,65,"Speech Recognition,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series","Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Belgium,23,"Not employed, but looking for work",,,,,,,,Weka,Anomaly Detection,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),University/Non-profit research group websites","College/University,Kaggle,Non-Kaggle online communities,Stack Overflow Q&A,YouTube Videos",,,Very useful,,,,Very useful,,Very useful,,,,,Very useful,,,,Very useful,Other (Separate different answers with semicolon),1-2 years,Necessary,Nice to have,Necessary,Nice to have,Necessary,Necessary,Necessary,Unnecessary,Nice to have,Nice to have,,,,,"Gaming Laptop (Laptop + CUDA capable GPU),GPU accelerated Workstation,Traditional Workstation",,Master's degree,Sort of (Explain more),Bachelor's degree,Computer Science,1 to 2 years,I haven't started working yet,University courses,50,0,0,50,0,0,"Computer Vision,Supervised Machine Learning (Tabular Data)","Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",High school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,United States,25,Employed part-time,,,Yes,,Data Analyst,Perfectly,Employed by college or university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Electrical Engineering,1 to 2 years,"Business Analyst,Data Analyst",University courses,5,35,35,20,5,0,,,A master's degree,Academic,Fewer than 10 employees,Increased significantly,3-5 years,Some other way,Very important,Analyze and understand data to influence product or business decisions,Basic laptop (Macbook),Text data,Most of the time,1GB,"Bayesian Techniques,Decision Trees,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression","Python,R,Tableau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,Most of the time,,,,,,,,,,,,Most of the time,,,,,,,Text Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,,,,70,15,15,0,0,0,Enough to explain the algorithm to someone non-technical,"Dirty data,Limitations in the state of the art in machine learning,Team using multiple ad-hoc development environments such as Python/R/Java/etc.,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",,,,,Most of the time,,,,,,,Most of the time,,,,,,,Most of the time,Most of the time,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,72,"Independent contractor, freelancer, or self-employed",,,Yes,,Predictive Modeler,Poorly,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Doctoral degree,A social science,More than 10 years,"Data Scientist,Predictive Modeler,Other",Self-taught,80,0,20,0,0,0,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)",A professional degree,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,54,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Master's degree,Mathematics or statistics,More than 10 years,"Business Analyst,Software Developer/Software Engineer,Statistician","Online courses (coursera, udemy, edx, etc.)",15,30,0,50,5,0,"Time Series,Unsupervised Learning",Logistic Regression,A doctoral degree,Internet-based,"1,000 to 4,999 employees",Increased significantly,3-5 years,"A friend, family member, or former colleague told me",Very important,Analyze and understand data to influence product or business decisions,Basic laptop (Macbook),Relational data,Sometimes,10TB,Regression/Logistic Regression,"Java,Jupyter notebooks,NoSQL,Python,R,SAS Base,SQL",,,,,,,,,,,,,,,Sometimes,,Most of the time,,,,,,,,,,Sometimes,,,,Most of the time,,Sometimes,,,,,Rarely,,,,Often,,,,,,,,,,"Data Visualization,Simulation,Time Series Analysis",,,,,,,Sometimes,,,,,,,,,,,,,,,,,,,,Sometimes,,,Sometimes,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,Other,30,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by a company that performs advanced analytics,C/C++,Genetic & Evolutionary Algorithms,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),GitHub,Google Search,I collect my own data (e.g. web-scraping)","Arxiv,Blogs,Kaggle,Newsletters,Online courses,Personal Projects,YouTube Videos",Somewhat useful,Very useful,,,,,Very useful,Somewhat useful,,,Somewhat useful,Very useful,,,,,,Very useful,"FastML Blog,KDnuggets Blog,Other (Separate different answers with semicolon)",,,,,,,,,,,,,,,,,,,Yes,Master's degree,"Information technology, networking, or system administration",1 to 2 years,"Programmer,Software Developer/Software Engineer","Online courses (coursera, udemy, edx, etc.)",60,20,20,0,0,0,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",High school,Insurance,"10,000 or more employees",Increased slightly,3-5 years,An external recruiter or headhunter,Somewhat important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...)",Text data,Sometimes,100MB,"Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs","DataRobot,Java,Jupyter notebooks,Python,R,Spark / MLlib,TensorFlow",,,,,,Rarely,,,,,,,,,Often,,Most of the time,,,,,,,,,,,,,,Most of the time,,Rarely,,,,,,,,Often,,,,,Often,,,,,,"CNNs,Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,kNN and Other Clustering,Logistic Regression,Naive Bayes,Natural Language Processing,Neural Networks,Random Forests,SVMs,Text Analytics",,,,Sometimes,,Often,Often,Often,Often,,,,,Sometimes,,Most of the time,,Sometimes,Most of the time,Often,,,Often,,,,,Most of the time,Most of the time,,,,,10,30,35,10,15,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Dirty data,Lack of data science talent in the organization,Lack of significant domain expert input,Limitations in the state of the art in machine learning,Maintaining responsible expectations about the potential impact of data science projects,Team using multiple ad-hoc development environments such as Python/R/Java/etc.,Unavailability of/difficult access to data",Sometimes,,,,Often,,,,Most of the time,,Most of the time,Often,,Most of the time,,,,,Often,,Often,,10-25% of projects,More internal than external,IT Department,20newsgroups; wikipedia; twitter,"Biggest challenge for me is getting enough labeled data for training, cleanup of redundant document clauses and fixing of textual artefacts (OCR errors, encoding issues).","Document-oriented (e.g. MongoDB/Elasticsearch),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",Share Drive/SharePoint,,Git,Rarely,25000,EUR,Has increased 20% or more,7,,,,,,,,,,,,,,,,,,
Male,United States,36,"Not employed, but looking for work",,,,,,,,R,,R,Google Search,"Kaggle,Textbook,YouTube Videos",,,,,,,Very useful,,,,,,,,Very useful,,,Very useful,,< 1 year,,,Necessary,,Necessary,,Necessary,,,Necessary,,,,,Basic laptop (Macbook),,PhD,No,Master's degree,Computer Science,Less than a year,"Data Miner,Software Developer/Software Engineer",Self-taught,90,10,0,0,0,0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Searching general-purpose job board,,Very Important,,,,,,,,,,,,,,,
Female,Other,28,"Not employed, but looking for work",,,,,,,,Python,Anomaly Detection,Python,"GitHub,Google Search","Blogs,College/University,Kaggle,Online courses,Stack Overflow Q&A",,Somewhat useful,Very useful,,,,Very useful,,,,Very useful,,,Very useful,,,,,"KDnuggets Blog,O'Reilly Data Newsletter,Statistical Modeling, Causal Inference, and Social Science Blog (Andrew Gelman)",1-2 years,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,,,"Coursera,edX",Basic laptop (Macbook),2 - 10 hours,Master's degree,Yes,Master's degree,Computer Science,1 to 2 years,I haven't started working yet,University courses,30,10,0,55,5,0,Outlier detection (e.g. Fraud detection),"Bayesian Techniques,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Career fair or on-campus recruiting event,1-2,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Not important,Somewhat important
