Male,Indonesia,27,Employed part-time,,,No,Yes,Data Miner,Fine,Employed by college or university,Weka,Bayesian Methods,Matlab,University/Non-profit research group websites,College/University,,,Somewhat useful,,,,,,,,,,,,,,,,Other (Separate different answers with semicolon),1-2 years,Nice to have,,,,,,,,,,,,,,"Laptop + Cloud service (AWS, Azure, GCE ...)",0 - 1 hour,PhD,Yes,Master's degree,Computer Science,1 to 2 years,Data Miner,University courses,30,0,20,50,0,0,Recommendation Engines,Bayesian Techniques,,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",1-2,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Not important,Somewhat important,Somewhat important
Male,United States,36,Employed part-time,,,No,Yes,Researcher,Fine,Employed by college or university,Jupyter notebooks,Deep learning,Python,University/Non-profit research group websites,"Arxiv,Online courses,Stack Overflow Q&A,Textbook,YouTube Videos",Somewhat useful,,,,,,,,,,Very useful,,,Very useful,Very useful,,,Very useful,"Siraj Raval YouTube Channel,Other (Separate different answers with semicolon)",< 1 year,Necessary,Unnecessary,Nice to have,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Unnecessary,Necessary,,,,"Coursera,Udacity",Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Github Portfolio,No,Some college/university study without earning a bachelor's degree,Computer Science,Less than a year,Other,"Online courses (coursera, udemy, edx, etc.)",10,40,10,40,0,0,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),A bachelor's degree,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,0,,,,,,,,,,,,,,,,
Male,Indonesia,24,Employed full-time,,,Yes,,Data Analyst,Fine,"Employed by professional services/consulting firm,Employed by college or university,Employed by a company that performs advanced analytics,Employed by government,Self-employed",R,Social Network Analysis,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),I collect my own data (e.g. web-scraping)","Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,YouTube Videos",,,,,,,Somewhat useful,,,,Somewhat useful,Very useful,,Very useful,,,,Somewhat useful,KDnuggets Blog,,,,,,,,,,,,,,,,,,,Yes,Bachelor's degree,Mathematics or statistics,3 to 5 years,"Business Analyst,Computer Scientist,Data Analyst,Data Miner,Statistician",University courses,30,20,0,40,10,0,"Time Series,Other (please specify; separate by semi-colon)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Support Vector Machines (SVMs)",High school,Financial,"10,000 or more employees",Increased slightly,3-5 years,A career fair or on-campus recruiting event,Very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,Relational data,Rarely,,SVMs,"R,Tableau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,,,,,,,,,,,,Sometimes,,,,,,,"Data Visualization,SVMs,Time Series Analysis",,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,,,Sometimes,,Often,,,,40,20,10,20,10,0,Enough to explain the algorithm to someone non-technical,I prefer not to say,,,,,,,Sometimes,,,,,,,,,,,,,,,,51-75% of projects,Entirely internal,Central Insights Team,,,,I don't typically share data,,,Never,68000000,IDR,I was not employed 3 years ago,5,,,,,,,,,,,,,,,,,,
Male,United States,46,"Not employed, and not looking for work",No,"Yes, I'm focused on learning mostly data science skills",,,,,,Hadoop/Hive/Pig,Neural Nets,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,Government website","Blogs,College/University,Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,YouTube Videos",,Very useful,Very useful,,,,Very useful,,,,Very useful,Very useful,,Very useful,,,,Very useful,KDnuggets Blog,1-2 years,Nice to have,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,,,"Coursera,DataCamp,edX","Laptop + Cloud service (AWS, Azure, GCE ...),Traditional Workstation,Workstation + Cloud service",2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,Computer Science,,"Software Developer/Software Engineer,Other",University courses,NA,NA,NA,NA,NA,NA,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,3-5,Somewhat important,Somewhat important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
Male,United States,25,"Not employed, but looking for work",,,,,,,,TensorFlow,Neural Nets,Python,Google Search,"Arxiv,Blogs,College/University,YouTube Videos",Very useful,Very useful,Very useful,,,,,,,,,,,,,,,Somewhat useful,"DataTau News Aggregator,FastML Blog,No Free Hunch Blog",< 1 year,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Unnecessary,Unnecessary,Nice to have,,,,,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Master's degree,Computer Science,Less than a year,Software Developer/Software Engineer,University courses,10,30,0,50,10,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",A bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,1-2,Very Important,Very Important,Very Important,Very Important,Somewhat important,Very Important,Somewhat important,Not important,Very Important,Somewhat important,Very Important,Not important,Not important,Not important,Somewhat important,Very Important
Male,India,20,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,,,,"GitHub,Google Search,University/Non-profit research group websites","Blogs,YouTube Videos",,,,,,,,,,,,,,,,,,Very useful,,< 1 year,,,,Unnecessary,Necessary,,,,,,,,,,Basic laptop (Macbook),,,No,I did not complete any formal education past high school,,,I haven't started working yet,"Online courses (coursera, udemy, edx, etc.)",NA,NA,NA,NA,NA,NA,Natural Language Processing,"Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,United States,32,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by college or university,TensorFlow,Text Mining,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Kaggle,,,,,,,Very useful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Biology,6 to 10 years,"Data Analyst,Researcher",Self-taught,80,10,0,0,10,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs","Some college/university study, no bachelor's degree",Academic,500 to 999 employees,Stayed the same,Don't know,Some other way,Not very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,Relational data,Rarely,100MB,"CNNs,Random Forests","Python,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,Sometimes,,,,,,,,,,,,,,,,,,,"CNNs,Decision Trees,Ensemble Methods,Evolutionary Approaches,Neural Networks,Random Forests,Recommender Systems",,,,Sometimes,,,,Sometimes,Often,Most of the time,,,,,,,,,,Often,,,Most of the time,Most of the time,,,,,,,,,,50,20,1,20,9,0,Enough to explain the algorithm to someone non-technical,"Dirty data,Lack of data science talent in the organization,Limitations of tools",,,,,Most of the time,,,,Often,,,,Often,,,,,,,,,,100% of projects,Entirely internal,Standalone Team,TCGA;ICGC;COSMIC;CTD;STRING,Dirty data,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),Email,,Git,Rarely,"30,000",USD,Has stayed about the same (has not increased or decreased more than 5%),4,,,,,,,,,,,,,,,,,,
Male,People 's Republic of China,35,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Python,Time Series Analysis,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Conferences,Kaggle,Non-Kaggle online communities,Personal Projects,Stack Overflow Q&A,Textbook,YouTube Videos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Bachelor's degree,Other,3 to 5 years,Engineer,Self-taught,70,15,5,0,10,0,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",Primary/elementary school,Manufacturing,"1,000 to 4,999 employees",Stayed the same,Less than one year,A general-purpose job board,Not very important,Analyze and understand data to influence product or business decisions,Laptop or Workstation and private datacenters,"Text data,Relational data",Sometimes,100MB,"Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs","Microsoft R Server (Formerly Revolution Analytics),Minitab,R",,,,,,,,,,,,,,,,,,,,,,,,Sometimes,,Rarely,,,,,,,Most of the time,,,,,,,,,,,,,,,,,,,"Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Logistic Regression,Neural Networks,PCA and Dimensionality Reduction,Prescriptive Modeling,Random Forests,SVMs,Time Series Analysis",,,,,,Most of the time,Most of the time,Sometimes,Most of the time,,,Most of the time,,,,Most of the time,,,,Sometimes,Often,Most of the time,Often,,,,,Often,,Often,,,,40,40,0,10,10,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Dirty data,Lack of data science talent in the organization,Scaling data science solution up to full database,Unavailability of/difficult access to data",Rarely,,,,Most of the time,,,,Often,,,,,,,,,Most of the time,,,Most of the time,,76-99% of projects,Entirely internal,Business Department,None,all kinds of issues for a typical messy dataset,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)","Commercial Data Platform,Share Drive/SharePoint",,Generic non-cloud file sharing software (Email/Shared Server/etc.),Rarely,150000,CNY,Has increased between 6% and 19%,3,,,,,,,,,,,,,,,,,,
Male,Other,50,"Independent contractor, freelancer, or self-employed",,,Yes,,Scientist/Researcher,Fine,Employed by a company that performs advanced analytics,R,Deep learning,R,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Kaggle,Newsletters,Online courses,Personal Projects,Stack Overflow Q&A,YouTube Videos",,,,,,,Very useful,Very useful,,,Very useful,Very useful,,Very useful,,,,Very useful,"Becoming a Data Scientist Podcast,Jack's Import AI Newsletter,The Data Skeptic Podcast",,,,,,,,,,,,,,,,,,,Yes,Some college/university study without earning a bachelor's degree,Physics,3 to 5 years,"Computer Scientist,Data Analyst,Data Scientist,Machine Learning Engineer,Predictive Modeler,Programmer,Researcher,Software Developer/Software Engineer",Self-taught,33,33,33,0,1,0,"Outlier detection (e.g. Fraud detection),Time Series","Bayesian Techniques,Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs","Some college/university study, no bachelor's degree",Financial,,,,,Very important,Build prototypes to explore applying machine learning to new areas,Laptop or Workstation and local IT supported servers,Text data,Always,100GB,"Bayesian Techniques,Evolutionary Approaches,Neural Networks,RNNs","C/C++,Java,Mathematica,Python,R,SQL,Unix shell / awk",,,,Most of the time,,,,,,,,,,,Most of the time,,,,,Sometimes,,,,,,,,,,,Sometimes,,Sometimes,,,,,,,,,Most of the time,,,,,,Most of the time,,,,"Bayesian Techniques,Cross-Validation,Evolutionary Approaches,Logistic Regression,Neural Networks,RNNs,Simulation",,,Often,,,Often,,,,Often,,,,,,Most of the time,,,,Most of the time,,,,,Most of the time,,Often,,,,,,,20,40,20,10,10,0,"Enough to code it again from scratch, albeit it may run slowly","Data Science results not used by business decision makers,Limitations in the state of the art in machine learning,Need to coordinate with IT",,Sometimes,,,,,,,,,,Often,,,Sometimes,,,,,,,,100% of projects,Entirely external,IT Department,,,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),Company Developed Platform,,Subversion,Most of the time,36000,USD,Has stayed about the same (has not increased or decreased more than 5%),8,,,,,,,,,,,,,,,,,,
Male,United States,20,"Independent contractor, freelancer, or self-employed",,,Yes,,Machine Learning Engineer,Fine,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Bachelor's degree,Mathematics or statistics,1 to 2 years,"Computer Scientist,Data Analyst,Data Scientist,Programmer,Researcher,Statistician",University courses,20,0,30,50,0,0,"Natural Language Processing,Recommendation Engines,Reinforcement learning,Time Series",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
